Station_Name,Transport_Mode,Line,Latitude,Longitude,Additional_Info
"MAHAPOUR NIWAS, SHIVAJI PARK",Bus,BEST,19.028794,72.83761,
"MAHAPOUR NIWAS, SHIVAJI PARK",Bus,BEST,19.028831,72.837667,
"MAHAPOUR NIWAS, SHIVAJI PARK",Bus,BEST,19.028885,72.837572,
SIMPLEX MILL,Bus,BEST,18.97978,72.831236,
SHREE RAM MILL,Bus,BEST,18.997362,72.822048,
STANDARD MILL,Bus,BEST,19.012634,72.826652,
VEER HUTATMA BHAI KOTWAL UDYAN (PLAZA),Bus,BEST,19.021073,72.84265,
VEER HUTATMA BHAI KOTWAL UDYAN (PLAZA),Bus,BEST,19.021109,72.842137,
VEER HUTATMA BHAI KOTWAL UDYAN (PLAZA),Bus,BEST,19.020902,72.842584,
"VENUS BUILDING, WATUMAL ENGG.COLLEGE",Bus,BEST,19.002034,72.811796,
WORLI DAIRY,Bus,BEST,18.998185,72.811496,
WORLI VILLAGE,Bus,BEST,19.016713,72.820731,
KAMGAR STADIUM (PRABHADEVI),Bus,BEST,19.011456,72.835362,
WORLI SEA FACE POST OFFICE,Bus,BEST,19.016504,72.81885,
RAM GANESH GADKARI CHOWK (DADAR-W),Bus,BEST,19.023981,72.839647,
PASSPORT OFFICE (WORLI),Bus,BEST,19.011356,72.820916,
DADAR STATION (W),Bus,BEST,19.018317,72.841645,
DADAR STATION (W),Bus,BEST,19.018236,72.84137,
"VANITA SAMAJ, CHAITYABHOOMI",Bus,BEST,19.027267,72.83687,
RAM GANESH GADKARI CHOWK (DADAR-W),Bus,BEST,19.024467,72.837879,
WORLI SEA FACE (S),Bus,BEST,19.015789,72.817645,
WORLI POST OFFICE,Bus,BEST,19.005108,72.814956,
KOHINOOR PPL GATE NO.2,Bus,BEST,19.02466,72.843132,
KOHINOOR PPL GATE NO.2,Bus,BEST,19.0242,72.843019,
BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR),Bus,BEST,19.012387,72.822349,
BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR),Bus,BEST,19.012723,72.825863,
BAWLA MASJID,Bus,BEST,18.994514,72.831187,
"S BRIDGE, MANDLIK CHOWK",Bus,BEST,18.981036,72.831986,
"S BRIDGE, MANDLIK CHOWK",Bus,BEST,18.98072,72.831881,
"CATERING COLLEGE, SURYAVANSHI HALL",Bus,BEST,19.023146,72.834546,
CITYLIGHT CINEMA,Bus,BEST,19.030044,72.841799,
CITYLIGHT CINEMA,Bus,BEST,19.029845,72.841751,
CITYLIGHT CINEMA,Bus,BEST,19.029809,72.841647,
KABUTARKHANA (DADAR-W),Bus,BEST,19.018669,72.840154,
DADAR POLICE STATION,Bus,BEST,19.014203,72.835379,
DEEPAK CINEMA,Bus,BEST,19.006919,72.831994,
DHAIRYAVAN CHOWK,Bus,BEST,19.0313458,72.8427582,
DOORDARSHAN (WORLI),Bus,BEST,19.005942,72.818128,
DOORDARSHAN (WORLI),Bus,BEST,19.005635,72.818014,
DAWN MILL,Bus,BEST,18.998144,72.828097,
PRABHADEVI STATION (W),Bus,BEST,19.007237,72.835337,
"FLORA HOTEL, WATUMAL ENGG.COLLEGE",Bus,BEST,19.00321,72.813562,
"FLORA HOTEL, WATUMAL ENGG.COLLEGE",Bus,BEST,19.00303,72.813771,
COMRADE GULABRAO GANACHARYA CHOWK,Bus,BEST,18.985778,72.831108,
COMRADE GULABRAO GANACHARYA CHOWK,Bus,BEST,18.98595,72.831061,
DAINIK SHIVNER,Bus,BEST,18.99608,72.822705,
DAINIK SHIVNER,Bus,BEST,18.996785,72.822467,
DAINIK SHIVNER,Bus,BEST,18.993108,72.822403,
JIJAMATA NAGAR (WORLI),Bus,BEST,18.993269,72.820105,
KAMALA MILL,Bus,BEST,19.00296,72.82986,
"KHEDGALLI, SIDDHIVINAYAK MANDIR (PRABHADEVI)",Bus,BEST,19.014716,72.832634,
LOWER PAREL STATION,Bus,BEST,18.996899,72.831252,
LOWER PAREL STATION,Bus,BEST,18.997043,72.83137,
LOWER PAREL STATION,Bus,BEST,18.996782,72.831385,
LOWER PAREL WORKSHOP,Bus,BEST,19.000901,72.831163,
MAHALAXMI STATION,Bus,BEST,18.983397,72.824481,
MHATRE PEN COMPANY,Bus,BEST,19.013563,72.837498,
N.M.JOSHI MARG POLICE STATION,Bus,BEST,18.991353,72.831465,
NEHRU PLANETARIUM (WORLI),Bus,BEST,18.98956,72.813783,
NARAYAN PUJARI NAGAR (WORLI),Bus,BEST,18.994619,72.813797,
NATIONAL ASSOCIATION FOR BLIND (NAB),Bus,BEST,19.011018,72.816234,
COMRADE P.K.KURNE CHOWK (WORLI ),Bus,BEST,19.004896,72.820921,
COMRADE P.K.KURNE CHOWK (WORLI ),Bus,BEST,19.005438,72.821054,
SHIVAJI PARK GYMKHANA,Bus,BEST,19.025759,72.837128,
DADAR POLICE STATION,Bus,BEST,19.014284,72.835199,
BALBHARATI (KANDIVALI-W),Bus,BEST,19.200386,72.848761,
RANA & SONS,Bus,BEST,19.210417,72.826835,
CHARKOP POLICE STATION,Bus,BEST,19.214487,72.820898,
CHARKOP VILLAGE,Bus,BEST,19.208715,72.821017,
"ADITYA APARTMENT, CHIKOOWADI",Bus,BEST,19.220129,72.840741,
DAHANUKAR WADI,Bus,BEST,19.20773,72.837237,
DAHANUKAR WADI,Bus,BEST,19.207492,72.837836,
CHARKOP EKDANT SOCIETY,Bus,BEST,19.217983,72.820267,
EKTA NAGAR (KANDIVALI-W),Bus,BEST,19.213785,72.837074,
GANESH CHOWK,Bus,BEST,19.2154,72.834353,
GANESH MANDIR (KANDIVALI-W),Bus,BEST,19.215635,72.822133,
SHIMPAVALI NAKA,Bus,BEST,19.22347,72.852921,
SUVARNA HOSPITAL (BORIVALI -W),Bus,BEST,19.2239,72.845854,
SUVARNA HOSPITAL (BORIVALI -W),Bus,BEST,19.223845,72.845702,
VAISHALI BHAVAN (KANDIVALI-W),Bus,BEST,19.205114,72.838954,
YASHKRIPA BUILDING,Bus,BEST,19.221368,72.841995,
PRABODHANKAR THACKERAY NAGAR MARKET (CHARKOP),Bus,BEST,19.216155,72.828447,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.11748,72.848038,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.117453,72.848038,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.118591,72.848284,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.119657,72.847808,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.118844,72.848322,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.12001,72.847903,
AMRUT SHAKTI,Bus,BEST,19.107873,72.897102,
ASHIRWAD SOCIETY,Bus,BEST,19.112607,72.896568,
BAHAR CINEMA,Bus,BEST,19.110907,72.853915,
BAMANDAYA PADA,Bus,BEST,19.122938,72.886888,
BAMAN PADA (CHAKALA),Bus,BEST,19.104613,72.858861,
BELA NIVAS,Bus,BEST,19.114227,72.861764,
BEST QUARRIES (CHANDIVALI),Bus,BEST,19.111804,72.90095,
BLOSSOM COMPANY,Bus,BEST,19.117028,72.881569,
C-CROSS ROAD (SEEPZ ),Bus,BEST,19.122814,72.872118,
CHAKALA,Bus,BEST,19.113195,72.858951,
CHAKALA,Bus,BEST,19.115408,72.85742,
CHAKALA,Bus,BEST,19.114795,72.860927,
CHAKALA CIGARETTE FACTORY,Bus,BEST,19.107468,72.85886,
CHANDIVALI VILLAGE,Bus,BEST,19.114225,72.898839,
CHHATRAPATI SHIVAJI INTERNATIONAL AIRPORT (SAHAR),Bus,BEST,19.100664,72.87463,
"DARPAN CINEMA, SAI SERVICE",Bus,BEST,19.116979,72.85547,
"DARPAN CINEMA, SAI SERVICE",Bus,BEST,19.114918,72.854683,
DOMESTIC AIRPORT JUNCTION,Bus,BEST,19.09347,72.851532,
"DR.DATTA SAMANT CHOWK, SAKINAKA",Bus,BEST,19.105963,72.885385,
"DR.DATTA SAMANT CHOWK, SAKINAKA",Bus,BEST,19.105385,72.885765,
"DR.DATTA SAMANT CHOWK, SAKINAKA",Bus,BEST,19.105258,72.885537,
GANESH PADA,Bus,BEST,19.120824,72.885511,
GANESH PADA,Bus,BEST,19.12151,72.885777,
GAUTAM NAGAR (MIDC-MAROL),Bus,BEST,19.118432,72.869783,
GAUTAM NAGAR (MIDC-MAROL),Bus,BEST,19.118712,72.870153,
GOKHALE BRIDGE (ANDHERI-W),Bus,BEST,19.115538,72.847659,
"SHRI SWAMI SAMARTH MUTT, HANUMAN ROAD (VILE PARLE-E)",Bus,BEST,19.103714,72.85143,
HANUMAN SOCIETY BUILDING NO.5 (VILE PARLE-E),Bus,BEST,19.105187,72.85218,
HANUMAN SOCIETY BUILDING NO.5 (VILE PARLE-E),Bus,BEST,19.105097,72.852113,
"ICICI BANK (CHANDIVLI), SINHAGAD COLLEGE",Bus,BEST,19.113573,72.896634,
"ICICI BANK (CHANDIVLI), SINHAGAD COLLEGE",Bus,BEST,19.113537,72.896682,
INDIAN OIL (SAHAR),Bus,BEST,19.10321,72.871169,
J.B.NAGAR (ANDHERI-E),Bus,BEST,19.10832,72.864571,
"MAROL VILLAGE, LOKBHARTHI",Bus,BEST,19.113422,72.880097,
JAMBHULPADA,Bus,BEST,19.094061,72.898894,
JUNGLESHWAR MAHADEO MANDIR,Bus,BEST,19.100881,72.898587,
KHERANI BAUG,Bus,BEST,19.102815,72.8991,
KULKARNI WADI,Bus,BEST,19.098451,72.89779,
GANESH SOCIETY (KANDIVALI-W),Bus,BEST,19.219373,72.830841,
GOKHALE HIGH SCHOOL (BORIVALI -W),Bus,BEST,19.223704,72.850914,
"GOVERDHAN NAGAR, BORSAPADA",Bus,BEST,19.212256,72.846928,
HARIDAS NAGAR,Bus,BEST,19.221706,72.847891,
"HINDUSTAN NAKA, C.CHARANSINGH CHOWK",Bus,BEST,19.20807,72.829367,
INDIAN EDUCATION SCHOOL (KANDIVALI-W),Bus,BEST,19.213586,72.824094,
JAY GANGA,Bus,BEST,19.211768,72.820786,
MAHATMA GANDHI SWIMMING POOL (KANDIVALI-W),Bus,BEST,19.205379,72.844251,
KAMRAJ NAGAR (KANDIVALI-W),Bus,BEST,19.208625,72.834996,
KANDIVALI STATION (W),Bus,BEST,19.204684,72.850809,
KANDIVALI STATION (W),Bus,BEST,19.203947,72.850718,
KANDIVALI STATION (W),Bus,BEST,19.205917,72.851668,
KANDIVALI VILLAGE,Bus,BEST,19.205694,72.842177,
"GANESH MANDIR, KASTUR PARK",Bus,BEST,19.223739,72.848537,
"GANESH MANDIR, KASTUR PARK",Bus,BEST,19.223658,72.848689,
MAHAVIR NAGAR (KANDIVLI-W),Bus,BEST,19.211952,72.839633,
MAHAVIR NAGAR -EXTENSION (KANDIVLI-W),Bus,BEST,19.215665,72.838813,
DENA BANK (KANDIVALI-W),Bus,BEST,19.204244,72.848759,
MAHAVIR NAGAR -EXTENSION (KANDIVLI-W),Bus,BEST,19.215113,72.837102,
MILAP TALKIES,Bus,BEST,19.196248,72.847519,
PADMAJA SOCIETY,Bus,BEST,19.204581,72.826003,
NETAJI SUBHASHCHANDRA BOSE SPORTS COMPLEX,Bus,BEST,19.2123,72.845235,
CHARKOP SECTOR 5,Bus,BEST,19.215457,72.825852,
CHARKOP SECTOR 8,Bus,BEST,19.214941,72.813059,
PRABODHANKAR THACKERAY NAGAR BUS STATION (CHARKOP),Bus,BEST,19.215451,72.829237,
BHABREKAR NAGAR NO.1,Bus,BEST,19.205447,72.824034,
PUNCHASHEEL APARTMENTS,Bus,BEST,19.213372,72.841364,
"DR.AMBEDKAR HOSPITAL, PAREKH NAGAR",Bus,BEST,19.208283,72.850648,
"MAHAVIR NAGAR EXTENSION (KANDIVLI-W), PARIJAT SOCIETY",Bus,BEST,19.214392,72.839509,
PRAPTI SOCIETY,Bus,BEST,19.220716,72.839494,
RASHMI RATHI SOCIETY,Bus,BEST,19.215446,72.835865,
RENUKA NAGAR,Bus,BEST,19.211408,72.835878,
SAI CHITRA SOCIETY (KANDIVALI-W),Bus,BEST,19.216285,72.820963,
SAI SIDDHI SOCIETY (KANDIVALI-W),Bus,BEST,19.215214,72.81614,
SAIBABA NAGAR (BORIVALI -W),Bus,BEST,19.217214,72.845041,
SHANTI NAGAR (KANDIVALI-W),Bus,BEST,19.206394,72.834703,
NAHAR ESTATE,Bus,BEST,19.105642,72.89697,
MARWAH ROAD JUNCTION (SAKI VIHAR ROAD),Bus,BEST,19.109216,72.887626,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.119911,72.848796,
ASHOK NAGAR (MAROL MAROSHI),Bus,BEST,19.118032,72.88517,
AGARKAR CHOWK (ANDHERI-E),Bus,BEST,19.117137,72.848,
"CHANDVALI STUDIO, PETROL PUMP",Bus,BEST,19.114513,72.897043,
SAVITRIBAI PHULE NAGAR,Bus,BEST,19.10046,72.863796,
"ACHARYA GARDEN, DIAMOND GARDEN",Bus,BEST,19.051411,72.900449,
"SAMAJ MANDIR HALL (VASHI), SECTOR 21",Bus,BEST,19.082367,73.00023,
ADARSH MARKET,Bus,BEST,19.013098,73.017842,
AGARWADI (MANKHURD),Bus,BEST,19.045699,72.925921,
ANUSHAKTI NAGAR BUS STATION,Bus,BEST,19.04242,72.926529,
ANUSHAKTI NAGAR BUS STATION,Bus,BEST,19.042898,72.926387,
A.P.M.C SECTOR 26,Bus,BEST,19.086864,73.010608,
APNA BAZAR (VASHI),Bus,BEST,19.070876,72.9975,
BALBHARATI VIDYALAYA (KHARGHAR),Bus,BEST,19.034101,73.062839,
BALBHARATI VIDYALAYA (KHARGHAR),Bus,BEST,19.033712,73.062497,
B.A.R.C GATE NO.6,Bus,BEST,19.042123,72.933797,
BASANT TALKIES,Bus,BEST,19.045874,72.904137,
BELPADA VILLAGE,Bus,BEST,19.029007,73.060233,
BELPADA VILLAGE,Bus,BEST,19.029052,73.06028,
BELPADA VILLAGE,Bus,BEST,19.02804,73.059966,
"SAMATA NAGAR, BONKODE",Bus,BEST,19.094932,73.005764,
CANARA BANK (KHARGHAR),Bus,BEST,19.035446,73.064103,
CHEETA CAMP,Bus,BEST,19.038429,72.944712,
CHINCHOLI TALAO (NAVI MUMBAI),Bus,BEST,19.046407,73.01754,
CHINCHOLI TALAO (NAVI MUMBAI),Bus,BEST,19.046741,73.017578,
A.P.M.C. FRUIT AND VEGETABLE MARKET,Bus,BEST,19.076592,73.009721,
GANDHI MARKET (CHEMBUR),Bus,BEST,19.045736,72.896071,
GHANSOLI VILLAGE,Bus,BEST,19.12284,72.99966,
GHARKUL,Bus,BEST,19.037913,73.077509,
GHARKUL,Bus,BEST,19.038012,73.078088,
GOKHALE VIDYALAYA (KHARGHAR),Bus,BEST,19.041489,73.065921,
GOVANDI STATION ROAD (E),Bus,BEST,19.052662,72.914186,
HELAN KELLAR INSTITUTE (MAHAPE),Bus,BEST,19.113225,73.012307,
HIRANANDANI COMPLEX JUNCTION (KHARGHAR),Bus,BEST,19.032888,73.066543,
I.C.L.SCHOOL (VASHI),Bus,BEST,19.073158,73.012475,
JALVAYU VIHAR (KHARGHAR),Bus,BEST,19.049653,73.070287,
"JUI NAGAR, GAONDEVI CHOWK",Bus,BEST,19.049208,73.017218,
JUI NAGAR RAILWAY STATION,Bus,BEST,19.055676,73.015463,
KALAMBOLI FIRE BRIGADE,Bus,BEST,19.02633,73.1052,
KACHWADI,Bus,BEST,19.052752,72.915953,
KACHWADI,Bus,BEST,19.052247,72.916932,
KENDRIYA VIHAR (SECTOR 12),Bus,BEST,19.037595,73.065719,
TEEN TAKI (KOPAR KHAIRANE),Bus,BEST,19.104898,73.003219,
KOPARA VILLAGE,Bus,BEST,19.036841,73.072825,
KOPARA VILLAGE,Bus,BEST,19.037257,73.072967,
VASHI SECTOR 29,Bus,BEST,19.089368,73.004897,
MEGA MART,Bus,BEST,19.091734,73.005516,
"MAHATMA GANDHI HOSPITAL, PANVEL NAKA",Bus,BEST,19.018958,73.104927,
M.S.E.B.OFFICE (KOPAR KHAIRANE),Bus,BEST,19.106858,73.002602,
LUCKY HOTEL (KHAIRANI MARG),Bus,BEST,19.105162,72.895316,
LUCKY HOTEL (KHAIRANI MARG),Bus,BEST,19.105244,72.895107,
"MAHANT ROAD, VILE PARLE (E)",Bus,BEST,19.100282,72.852088,
MAHARASHTRA KATA (SAKI NAKA),Bus,BEST,19.103046,72.888864,
MAHARASHTRA KATA (SAKI NAKA),Bus,BEST,19.103262,72.888171,
MAROL LIONS CLUB,Bus,BEST,19.109852,72.875319,
MAROL VILLAGE,Bus,BEST,19.112094,72.87891,
"MAROL NAKA, MATA RAMABAI AMBEDKAR CHOWK",Bus,BEST,19.110034,72.878398,
"MAROL NAKA, MATA RAMABAI AMBEDKAR CHOWK",Bus,BEST,19.108056,72.880043,
MHADA COLONY (CHANDIVALI),Bus,BEST,19.111288,72.896787,
MITTAL ESTATE (MAROL),Bus,BEST,19.107588,72.883664,
MOHILI VILLAGE,Bus,BEST,19.098575,72.892658,
MOHILI VILLAGE,Bus,BEST,19.098557,72.892392,
SHOPPING PLAZA (POWAI),Bus,BEST,19.111035,72.897481,
SARVODAY (VILE PARLE-W),Bus,BEST,19.099848,72.852735,
"NEW QUARTERS, MAHARSHI VALMIKI CHOWK",Bus,BEST,19.103302,72.857494,
OBEROI GARDEN (CHANDIVLI),Bus,BEST,19.114828,72.893535,
SAHAR P & T COLONY NO.2,Bus,BEST,19.103548,72.861951,
SAHAR P & T COLONY NO.1,Bus,BEST,19.101453,72.863254,
PARLE TILAK VIDYALAYA,Bus,BEST,19.103088,72.847078,
POST OFFICE (POWAI),Bus,BEST,19.106018,72.888892,
R.B.I. COLONY (ANDHERI-E),Bus,BEST,19.110848,72.862079,
SAHAR POLICE STATION,Bus,BEST,19.102038,72.876644,
SAINATH NAGAR (MIDC -MAROL),Bus,BEST,19.120946,72.875627,
SAMBHAJI NAGAR (VILE PARLE-E),Bus,BEST,19.1019,72.854795,
CHAKALA (SATAMWADI),Bus,BEST,19.11147,72.859902,
SHIVPREMI NAGAR,Bus,BEST,19.09565,72.897829,
SHIVPREMI NAGAR,Bus,BEST,19.09519,72.897972,
STATE BANK (SAKI NAKA),Bus,BEST,19.106379,72.887922,
"SUMER HOUSE, SURAJ DIAMOND",Bus,BEST,19.121532,72.873744,
TARUN BHARAT SOCIETY,Bus,BEST,19.107848,72.86153,
TARUN WELL SOCIETY,Bus,BEST,19.107804,72.863212,
DOMESTIC AIRPORT TERMINAL 1-B,Bus,BEST,19.09349,72.855837,
DOMESTIC AIRPORT TERMINAL 1-B,Bus,BEST,19.093362,72.852672,
VIJAY NAGAR (MAROL MAROSHI),Bus,BEST,19.121363,72.880074,
VIJAY NAGAR (MAROL MAROSHI),Bus,BEST,19.120153,72.879647,
VIJAY NAGAR SOCIETY (ANDHERI-E),Bus,BEST,19.114146,72.847479,
MAHARASHTRA NAGAR (MANKHURD),Bus,BEST,19.051699,72.937738,
MAITRI PARK,Bus,BEST,19.049669,72.905019,
MANDALA,Bus,BEST,19.041743,72.93564,
MANKHURD OCTROI NAKA,Bus,BEST,19.05779,72.956235,
MANKHURD STATION (SOUTH),Bus,BEST,19.042673,72.930415,
"MATHADI BHAVAN, COMMODITY EXCHANGE",Bus,BEST,19.078995,73.009151,
MILLENNIUM BUSINESS PARK (MAHAPE),Bus,BEST,19.1123833,73.0167833,
NATHU JOMA PATIL CHOWK,Bus,BEST,19.060655,73.01402,
NERUL VILLAGE,Bus,BEST,19.036651,73.015133,
NERUL RAILWAY STATION,Bus,BEST,19.034274,73.017194,
ONION POTATO MARKET (VASHI),Bus,BEST,19.073738,73.005786,
ONION POTATO MARKET (VASHI),Bus,BEST,19.073865,73.005444,
PANCHAVATI,Bus,BEST,19.116633,73.002747,
"REGENCY GARDEN, SBI",Bus,BEST,19.044679,73.064156,
MAHARASHTRA NAGAR (MANKHURD),Bus,BEST,19.050732,72.936132,
ASHA USHA COMPANY,Bus,BEST,19.108486,72.924187,
ASHOK KEDARE CHOWK,Bus,BEST,19.147731,72.928637,
ASHOK KEDARE CHOWK,Bus,BEST,19.147812,72.928533,
ASIAN PAINTS,Bus,BEST,19.159305,72.937628,
BARVE NAGAR,Bus,BEST,19.097991,72.902066,
BAYER HOUSE,Bus,BEST,19.119577,72.912371,
BAYER HOUSE,Bus,BEST,19.120435,72.91278,
BHANDUP POLICE STATION,Bus,BEST,19.151382,72.937487,
BHANDUP STATION (W),Bus,BEST,19.144299,72.93782,
BHANDUP STATION (W),Bus,BEST,19.144434,72.937336,
BHANDUP STATION (W) ROAD,Bus,BEST,19.146711,72.936489,
CEAT COMPANY,Bus,BEST,19.154878,72.943409,
KINGSTON SEZ (POWAI),Bus,BEST,19.114256,72.913171,
CIBA COMPANY,Bus,BEST,19.134758,72.928725,
"CIPLA COMPANY, MILITARY CANTEEN",Bus,BEST,19.113735,72.926097,
DAMODAR PARK,Bus,BEST,19.095511,72.914469,
DAMODAR PARK,Bus,BEST,19.095556,72.914412,
DARGAH (VIKHROLI-W),Bus,BEST,19.096622,72.915419,
DOCKYARD COLONY (KANJURMARG-W),Bus,BEST,19.131297,72.92672,
"DR.AMBEDKAR UDYAN, POWAI",Bus,BEST,19.124657,72.893978,
"TEMBIPADA NAKA, VAIBHAV CHOWK",Bus,BEST,19.154064,72.929577,
EKTA NAGAR POLICE CHOWKY- BHANDUP-W,Bus,BEST,19.140729,72.926633,
FOREST CLUB (POWAI),Bus,BEST,19.114435,72.906936,
MANGATRAM PETROLPUMP,Bus,BEST,19.13895,72.930968,
"GAONDEVI NAKA (BHANDUP-W), MADHUKUN BUILDING",Bus,BEST,19.154967,72.932115,
GHATKOPAR PIPE LINE,Bus,BEST,19.087584,72.902878,
GHATKOPAR POLICE STATION,Bus,BEST,19.086915,72.899799,
GHATKOPAR STATION (W),Bus,BEST,19.086818,72.908874,
"HIRANANDANI, POWAI BUS STATION",Bus,BEST,19.117705,72.905643,
GHATKOPAR STATION (W),Bus,BEST,19.085716,72.907554,
GODREJ COMPANY (VIKHROLI-W),Bus,BEST,19.104194,72.921299,
HANUMAN MANDIR (BHANDUP-W),Bus,BEST,19.157544,72.943561,
HANUMAN MANDIR (BARVE NAGAR),Bus,BEST,19.093719,72.903816,
HANUMAN NAGAR (BHANDUP-W),Bus,BEST,19.139752,72.921747,
HINDUSTAN COMPANY (VIKHROLI-W),Bus,BEST,19.121865,72.925392,
HIRANANDANI (POWAI),Bus,BEST,19.120569,72.906716,
I.I.T.MAIN GATE (POWAI),Bus,BEST,19.125784,72.917046,
I.I.T.MAIN GATE (POWAI),Bus,BEST,19.125369,72.917198,
I.I.T.MARKET (POWAI),Bus,BEST,19.128802,72.919621,
INDUSTRIAL ESTATE (VIKHROLI-W),Bus,BEST,19.099829,72.914515,
JAMBHULPADA,Bus,BEST,19.094576,72.900272,
JUNGAL MANGAL ROAD (BHANDUP-W),Bus,BEST,19.150586,72.933837,
KAILAS INDUSTRIAL ESTATE,Bus,BEST,19.112215,72.917733,
KINGSTON SEZ (POWAI),Bus,BEST,19.112765,72.910748,
KRUPA BUILDING,Bus,BEST,19.094036,72.907884,
MEENATAI THACKERAY MAIDAN (ANACIN COMPANY),Bus,BEST,19.099504,72.917661,
"SHIVAJI MAIDAN, MADINA MASJID",Bus,BEST,19.104066,72.914542,
MUNICIPAL GARDEN (VIKHROLI-W),Bus,BEST,19.109993,72.917801,
MANGATRAM PETROLPUMP,Bus,BEST,19.13885,72.93092,
PARSIK BANK (NERUL),Bus,BEST,19.040741,73.021433,
PUNJAB WADI (DEONAR),Bus,BEST,19.045281,72.915062,
PUNJAB WADI (DEONAR),Bus,BEST,19.04557,72.914492,
R.F.NAIK SCHOOL (KOPAR KHAIRANE),Bus,BEST,19.0986,73.005023,
R.K.STUDIO,Bus,BEST,19.047736,72.907053,
RAJ KAPOOR CHOWK (ANUSHAKTI NAGAR),Bus,BEST,19.043719,72.921513,
R.B.I.COLONY (C.B.D.BELAPUR),Bus,BEST,19.022851,73.049334,
SAIDHAM SOCIETY (NERUL),Bus,BEST,19.011689,73.014793,
SANPADA STATION,Bus,BEST,19.067956,73.009775,
SANPADA TELEPHONE EXCHANGE (SANT NIRANKARI BHAVAN),Bus,BEST,19.059137,73.013934,
SANPADA TELEPHONE EXCHANGE (SANT NIRANKARI BHAVAN),Bus,BEST,19.058839,73.014067,
NERUL SECTOR 42,Bus,BEST,19.015691,73.014984,
"NERUL SECTOR 46, 48",Bus,BEST,19.009313,73.015666,
"NERUL SECTOR 46, 48",Bus,BEST,19.008084,73.016378,
"VASHI SECTOR 9,16, JUHU NAGAR MARKET",Bus,BEST,19.078555,72.998196,
SHAMRAO VITHAL BANK (JUI NAGAR),Bus,BEST,19.059628,73.003284,
SHIRAVANE VILLAGE,Bus,BEST,19.049567,73.021959,
GANESH SOCIETY (NERUL),Bus,BEST,19.028239,73.016517,
GANESH SOCIETY (NERUL),Bus,BEST,19.028221,73.01665,
SANT RAJINDER SINGH ASHRAM,Bus,BEST,19.112956,73.00229,
"SAURASHTRA BANK, STATE BANK (VASHI)",Bus,BEST,19.079827,73.007622,
TELECOM FACTORY,Bus,BEST,19.045164,72.918368,
TELECOM FACTORY,Bus,BEST,19.045137,72.918406,
TELECOM FACTORY,Bus,BEST,19.044433,72.918454,
TERNA VIDYALAYA (NERUL),Bus,BEST,19.038431,73.014649,
TERNA ENGINEERING COLLEGE (KOPAR KHAIRANE),Bus,BEST,19.11114,73.003563,
THANE BELAPUR JUNCTION,Bus,BEST,19.067223,73.013395,
TURBHE NAKA (JANATA MARKET),Bus,BEST,19.069507,73.019087,
VASHI BUS STATION,Bus,BEST,19.072945,72.997757,
VASHI BUS STATION,Bus,BEST,19.075954,72.997824,
VASHI VILLAGE,Bus,BEST,19.069586,72.987495,
VASHI RAILWAY STATION,Bus,BEST,19.06401,72.998373,
YASHWANTRAO CHAVAN MARG JUNCTION(VASHI),Bus,BEST,19.06851,72.996131,
YERALA MEDICAL CENTRE,Bus,BEST,19.031798,73.060643,
YERALA MEDICAL CENTRE,Bus,BEST,19.031617,73.060766,
MAHARASHTRA NAGAR (MANKHURD),Bus,BEST,19.05076,72.93618,
VASHI SECTOR 19,Bus,BEST,19.083963,73.011842,
MILLENNIUM BUSINESS PARK (MAHAPE),Bus,BEST,19.113919,73.016394,
CHHEDA NAGAR,Bus,BEST,19.069399,72.904936,
D.A.V.COLLEGE,Bus,BEST,19.138752,72.935797,
GANDHI MARKET (GHATKOPAR-E),Bus,BEST,19.08099,72.904277,
GANDHI NAGAR (KANJURMARG),Bus,BEST,19.124982,72.925686,
GARODIA PALACE,Bus,BEST,19.074414,72.906674,
"GARODIA NAGAR, R.T.O",Bus,BEST,19.072282,72.908042,
KAMRAJ NAGAR (GHATKOPAR-E),Bus,BEST,19.073177,72.909287,
GHATKOPAR STATION (E),Bus,BEST,19.084777,72.908837,
"PESTOM SAGAR, GLASS FACTORY",Bus,BEST,19.07078,72.901221,
GODREJ COMPANY (VIKHROLI-E),Bus,BEST,19.101323,72.929131,
GODREJ SOAP COMPANY (VIKHROLI-E),Bus,BEST,19.093173,72.926082,
JAIN MANDIR (GHATKOPAR-E),Bus,BEST,19.081181,72.908562,
JAIN MANDIR (GHATKOPAR-E),Bus,BEST,19.083114,72.909151,
JANATA MARKET (VIKHROLI-E),Bus,BEST,19.121226,72.94001,
KANJUR VILLAGE,Bus,BEST,19.1326,72.936254,
KANNAMWAR NAGAR NO.1,Bus,BEST,19.113827,72.935591,
KANNAMWAR NAGAR NO.2,Bus,BEST,19.120061,72.938441,
KANNAMWAR NAGAR NO.2,Bus,BEST,19.120359,72.938308,
VIKHROLI POLICE STATION,Bus,BEST,19.12119,72.937529,
